timestamp,method_name,selection_strategy,evolution_type,dataset_name,current_sequence,seed,model_name,n_val_groups,n_test_groups,n_trials,train_error,val_error,test_error
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45, 15, 75]",1,mlp,1,1,30,10.713580107986068,4.189568503109765,5.5491573583045675
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,[30],2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45, 15]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45, 15, 75]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,[15],0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75, 30]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75, 30, 45]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,[15],1,mlp,1,1,30,10.712873208666066,4.1900970033442455,5.537470114362641
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100]",1,mlp,1,1,30,10.713036739155674,4.189727895554306,5.538459647761494
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75]",1,mlp,1,1,30,10.713220756077945,4.189443061775821,5.541094188143007
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75, 30]",1,mlp,1,1,30,10.713350573100776,4.189695234305375,5.545641270157624
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75, 30, 45]",1,mlp,1,1,30,10.713580107986068,4.189568503109765,5.5491573583045675
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,[15],2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75, 30]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.653295,MeanMask,PFI,detector_distance,invivo,"[15, 100, 75, 30, 45]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,[15],0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30, 100]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30, 100, 75]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,[15],1,mlp,1,1,30,10.712873208666066,4.1900970033442455,5.537470114362641
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45]",1,mlp,1,1,30,10.713102250360896,4.189970269099317,5.540986453110134
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30]",1,mlp,1,1,30,10.71323201775012,4.1902224523014855,5.545533433028231
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30, 100]",1,mlp,1,1,30,10.713395524389812,4.189853387202003,5.546522901456571
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30, 100, 75]",1,mlp,1,1,30,10.713580107986068,4.189568503109765,5.5491573583045675
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,[15],2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30, 100]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.682389,MeanMask,OURS,detector_distance,invivo,"[15, 45, 30, 100, 75]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
